N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LIGt0,Stability,Average,MoreUnstable,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_S,LittleChange,None,LV,LVorOther,LV
StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,PC,Clear,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Unfavorable,None,C,SIG,SIG,SIG,LowAtStation,Steep,Average,CloseToDryAd,OtherRapid,Other,E_W_N,NegToPos,None,SWQuad,LVorOther,LongAnticyc
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Dry,VeryWet,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,C,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,SigPositive,Other,LV,LVorOther,LongAnticyc
Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,Strong,Strong,DCVZFavor,Weak,None,Weak,Some,LittleChange,LittleChange,StrongPos,LittleChange,SIG,Jul2_Jul15,K,CThruK,PartInhibit,Average,Average,K,LIGt0,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Slight,K,XNIL,XNIL,SIG,LowSHighN,Stable,Average,Steep,MarkedUpper,MoistMDryL,MovingFtorOt,SigPositive,None,AllElse,Westerly,WidespdDnsl
Down,Down,Neutral,Neutral,Neutral,Dry,Wet,Wet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,HI,None,Weak,Slight,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,SWQuad,LVorOther,E_NE
Down,Neutral,StrongUp,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,StrongWest,None,Weak,Weak,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Dry,Steep,StrongFront,MoistMDryL,None,LittleChange,None,AllElse,Westerly,LV
WeakUp,Neutral,Down,Down,Down,VeryWet,VeryWet,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Aug20_Sep15,G,CThruK,Stifling,Average,Average,G,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Moderate,Moderate,G,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_S,PosToNeg,None,NWQuad,LVorOther,WidespdDnsl
Down,Down,StrongUp,Down,Down,Neutral,Neutral,Dry,Dry,PC,PC,PC,PC,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jul2_Jul15,F,CThruK,PartInhibit,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,Neutral,Average,Average,ACEFK,TotalInhibit,Moderate,None,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,None,AllElse,Westerly,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,None,Weak,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,Stifling,Average,Average,CDEJ,LILt_8,Stability,LessUnstable,MoreUnstable,GJ,None,Weak,Strong,J,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
WeakUp,Neutral,Down,Down,Down,Neutral,VeryWet,Dry,Dry,Clear,Clear,Clear,Clear,None,None,Other,None,Strong,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Instability,Average,Average,GJ,TotalInhibit,Unfavorable,None,G,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,SigNegative,None,AllElse,Westerly,LongAnticyc
StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,VeryWet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,G,CThruK,None,LessThanAve,Average,G,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,GJ,Stifling,Weak,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,LongAnticyc
WeakUp,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Cloudy,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,SVR,Other,Stable,Average,ModerateOrLe,StrongFront,Other,None,SigPositive,QStationary,NWQuad,Westerly,DenvCyclone
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Dry,Dry,Dry,PC,Cloudy,PC,Cloudy,Strong,Strong,Other,None,None,None,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jul16_Aug10,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,None,Strong,Moderate,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,SigNegative,None,SWQuad,LVorOther,LongAnticyc
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,Clear,PC,Clear,Cloudy,Weak,Weak,StrongWest,Weak,None,Weak,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jul16_Aug10,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Slight,A,XNIL,XNIL,XNIL,Other,Steep,Dry,CloseToDryAd,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
Down,Neutral,Down,Neutral,Neutral,VeryWet,Wet,Wet,Wet,Clear,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,None,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,E,CThruK,None,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,Steep,NoMajor,MoistMDryL,None,NegToPos,None,SWQuad,Westerly,WidespdDnsl
Down,Neutral,Down,Neutral,Neutral,Wet,Neutral,Dry,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Other,Weak,None,Weak,None,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,May15_Jun14,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,NoMajor,Other,E_W_N,NegToPos,Other,NWQuad,Westerly,WidespdDnsl
Down,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,D,None,Moderate,Strong,D,SIG,SIG,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,DryLine,SigPositive,None,AllElse,Westerly,WidespdDnsl
Down,WeakUp,Neutral,Down,Down,Wet,Wet,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug11_Aug20,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Strong,K,SIG,SIG,SIG,Other,Stable,Average,ModerateOrLe,OtherRapid,Other,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,SEQuad
Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,Dry,Dry,PC,PC,Cloudy,Cloudy,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug11_Aug20,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,None,Weak,Slight,H,XNIL,XNIL,XNIL,Other,Stable,Average,Steep,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Moving,LV,LVorOther,E_NE
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,Clear,PC,PC,Cloudy,None,None,Westerly,None,Weak,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,B,PartInhibit,Moderate,Strong,B,SVR,SVR,SVR,Other,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Other,SWQuad,Westerly,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Strong,None,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Weak,None,C,XNIL,XNIL,SIG,LowEvrywhere,ModerateOrLe,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,LittleChange,None,AllElse,Westerly,LongAnticyc
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,VeryWet,Clear,Clear,Clear,Cloudy,Weak,Strong,StrongWest,Weak,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,Stifling,Moderate,None,K,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,StrongFront,Other,Other,NegToPos,QStationary,AllElse,Westerly,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Cloudy,Cloudy,Cloudy,PC,None,None,DCVZFavor,None,Weak,Strong,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,Slight,E,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,MovingFtorOt,LittleChange,None,AllElse,Westerly,LV
StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Other,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul2_Jul15,G,CThruK,Stifling,Average,Average,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Strong,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,CloseToDryAd,StrongFront,Other,Other,PosToNeg,Other,SWQuad,LVorOther,WidespdDnsl
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,PC,Strong,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Jun15_Jul1,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,Moderate,C,XNIL,XNIL,SVR,LowNHighS,CloseToDryAd,Dry,Steep,MarkedUpper,MoistMDryL,E_W_N,SigNegative,Other,SWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,StrongUp,StrongUp,StrongUp,Dry,Dry,Wet,VeryWet,PC,Clear,Clear,PC,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,GJ,PartInhibit,Weak,Moderate,J,XNIL,XNIL,XNIL,LowAtStation,Stable,Dry,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LongAnticyc
Neutral,Neutral,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,PC,Clear,Weak,Strong,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,Neutral,Increasing,SVR,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,ACEFK,None,Weak,Slight,A,SIG,SIG,SVR,HighEvrywher,Stable,Dry,Steep,MarkedUpper,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
Down,Neutral,StrongUp,Neutral,Neutral,Dry,Neutral,Neutral,Wet,PC,Clear,PC,PC,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,Decreasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,None,Weak,Moderate,K,XNIL,XNIL,SVR,LowEvrywhere,Steep,VeryMoist,ModerateOrLe,MarkedUpper,Other,Other,SigNegative,QStationary,LV,Westerly,WidespdDnsl
Neutral,Down,Neutral,Down,Down,Dry,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,Weak,Weak,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,D,None,Unfavorable,Slight,D,SIG,SIG,SIG,Other,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,LittleChange,Other,AllElse,LVorOther,LV
Neutral,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,None,None,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul16_Aug10,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,Stifling,Weak,Slight,I,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,Steep,StrongFront,DryMMoistL,E_W_S,SigNegative,Moving,SWQuad,LVorOther,DenvCyclone
Neutral,StronUp,Down,Down,Down,Dry,Neutral,Wet,Neutral,PC,Clear,PC,Clear,Strong,Strong,Other,None,None,None,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,Weak,None,I,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,OtherRapid,DryMMoistL,MovingFtorOt,SigPositive,QStationary,SWQuad,Westerly,SEQuad
StrongUp,StronUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Clear,PC,PC,None,Weak,DCVZFavor,Strong,Weak,Strong,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,A,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,Other,SWQuad,LVorOther,DenvCyclone
WeakUp,StronUp,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,Dry,Cloudy,Clear,Clear,Clear,None,Weak,DCVZFavor,Weak,None,Weak,None,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,E,XNIL,SIG,SIG,LowEvrywhere,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,Westerly,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,VeryWet,PC,Clear,PC,PC,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Aug11_Aug20,G,CThruK,PartInhibit,Average,LessThanAve,G,N1GtLIGt_4,Instability,LessUnstable,MoreUnstable,GJ,PartInhibit,Strong,Strong,G,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,LittleChange,None,NWQuad,Westerly,LV
Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,Neutral,Cloudy,Clear,Cloudy,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,May15_Jun14,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Average,Steep,MarkedUpper,Other,E_W_N,SigNegative,Other,AllElse,Westerly,WidespdDnsl
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,Clear,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,XNIL,May15_Jun14,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Strong,Slight,A,XNIL,XNIL,XNIL,Other,Steep,VeryMoist,CloseToDryAd,MarkedUpper,Other,E_W_N,SigNegative,Other,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Weak,Weak,DCVZFavor,Weak,None,None,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jun15_Jul1,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,Moderate,E,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,LittleChange,None,AllElse,LVorOther,LV
Down,Neutral,Neutral,Down,Down,VeryWet,Wet,VeryWet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Strong,None,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,Average,H,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,Slight,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,NegToPos,None,AllElse,LVorOther,E_NE
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Dry,Wet,Wet,PC,PC,PC,Cloudy,None,None,DCVZFavor,None,Weak,Strong,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Moderate,C,SIG,SIG,SIG,LowNHighS,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,LittleChange,None,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Wet,Wet,Wet,VeryWet,PC,PC,PC,PC,None,Weak,Westerly,None,Weak,None,None,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul16_Aug10,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Stability,Average,Average,GJ,None,Unfavorable,None,G,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,StrongFront,Other,None,SigNegative,None,NWQuad,Westerly,LV
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,PC,PC,PC,Cloudy,Strong,Strong,Other,Weak,Weak,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul2_Jul15,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,GJ,PartInhibit,Weak,None,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,Steep,StrongFront,Other,Other,LittleChange,None,LV,LVorOther,LV
WeakUp,WeakUp,Down,WeakUp,WeakUp,Dry,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,TotalInhibit,Weak,None,K,XNIL,XNIL,SIG,LowNHighS,Stable,Dry,ModerateOrLe,StrongFront,DryMMoistL,DryLine,SigNegative,Moving,LV,Westerly,WidespdDnsl
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,Clear,PC,PC,PC,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Aug20_Sep15,H,CThruK,None,Average,LessThanAve,H,N1GtLIGt_4,Stability,Average,Average,HI,None,Weak,None,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,Other,None,SigNegative,None,LV,LVorOther,E_NE
WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,PC,PC,PC,Strong,Strong,Westerly,None,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,H,CThruK,Stifling,Average,Average,H,N1GtLIGt_4,Instability,Average,LessUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,None,AllElse,Westerly,SEQuad
Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Moderate,Moderate,H,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,LittleChange,None,AllElse,LVorOther,E_NE
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,PC,PC,Strong,Strong,Other,None,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Decreasing,SIG,Aug20_Sep15,D,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,D,None,Moderate,Moderate,D,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,SigNegative,None,AllElse,Westerly,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,PC,Clear,Clear,Clear,Weak,Weak,Other,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug11_Aug20,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,LV
Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,Dry,Clear,Cloudy,PC,Clear,None,Weak,Other,None,Weak,None,None,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,H,CThruK,PartInhibit,Average,MoreThanAve,H,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,Stifling,Moderate,Slight,H,SIG,SIG,SVR,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,SigPositive,None,SWQuad,LVorOther,E_NE
