N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,StrongWest,Strong,None,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Moderate,E,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
StrongUp,Down,WeakUp,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Cloudy,Clear,Clear,Weak,Strong,Other,None,Strong,Weak,None,DecCapIncIns,Decreasing,StrongPos,LittleChange,SIG,Jun15_Jul1,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Strong,Strong,I,SVR,SVR,SVR,LowSHighN,Stable,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,E_W_S,NegToPos,QStationary,SWQuad,Westerly,SEQuad
Down,Neutral,Down,Down,Down,Wet,Wet,Wet,Dry,Cloudy,PC,Cloudy,PC,Weak,Strong,DCVZFavor,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Instability,MoreUnstable,Average,GJ,PartInhibit,Moderate,Slight,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,None,NegToPos,None,AllElse,Westerly,WidespdDnsl
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Cloudy,Cloudy,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,LessUnstable,B,PartInhibit,Moderate,Moderate,B,SIG,SVR,SVR,HighEvrywher,Steep,Dry,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,LittleChange,Other,AllElse,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,K,CThruK,None,Average,Average,K,N5GtLIGt_8,Instability,Average,Average,ACEFK,Stifling,Moderate,Slight,K,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigNegative,Moving,NWQuad,LVorOther,LV
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Wet,Neutral,Neutral,VeryWet,PC,PC,PC,Cloudy,None,None,StrongWest,None,Weak,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,E,CThruK,Stifling,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Strong,E,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,SigPositive,Other,SWQuad,Westerly,LV
Down,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,PC,Cloudy,Clear,Strong,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug20_Sep15,G,CThruK,PartInhibit,Average,LessThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,Slight,G,XNIL,XNIL,SIG,LowSHighN,Steep,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,None,PosToNeg,None,SWQuad,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Strong,Strong,Other,Weak,Weak,None,Some,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Aug20_Sep15,H,CThruK,None,LessThanAve,LessThanAve,H,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,SVR,LowMtsHighPl,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,Moving,LV,LVorOther,E_NE
Down,Neutral,Neutral,Down,Down,Dry,Neutral,Wet,Dry,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,OtherRapid,Other,None,PosToNeg,Moving,NWQuad,Westerly,WidespdDnsl
StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Wet,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Aug20_Sep15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,D,None,Moderate,Slight,D,XNIL,XNIL,SIG,Other,CloseToDryAd,Average,Steep,MarkedUpper,Other,Other,NegToPos,Moving,NWQuad,Westerly,LongAnticyc
WeakUp,Down,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,PC,Clear,PC,PC,Weak,Strong,Other,None,Strong,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,MoreUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,Steep,OtherRapid,Other,MovingFtorOt,NegToPos,None,SWQuad,Westerly,LV
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,Strong,Strong,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,J,XNIL,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,E_NE
StrongUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,PC,PC,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jun15_Jul1,D,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Instability,LessUnstable,LessUnstable,D,None,Unfavorable,None,D,XNIL,SIG,SVR,LowAtStation,ModerateOrLe,Average,ModerateOrLe,OtherRapid,Other,DryLine,SigNegative,Other,AllElse,Westerly,SEQuad
WeakUp,Neutral,Down,Down,Down,VeryWet,Dry,VeryWet,Wet,Clear,Clear,Clear,Clear,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,ModerateOrLe,NoMajor,Other,None,SigPositive,Moving,NWQuad,Westerly,WidespdDnsl
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Dry,Neutral,Wet,Clear,Cloudy,PC,Cloudy,None,None,Westerly,None,None,Weak,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug11_Aug20,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Moderate,I,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,CloseToDryAd,OtherRapid,DryMMoistL,Other,PosToNeg,QStationary,AllElse,Westerly,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Clear,PC,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug11_Aug20,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,Average,HI,Stifling,Moderate,None,H,XNIL,XNIL,SVR,HighEvrywher,ModerateOrLe,VeryMoist,Steep,MarkedUpper,DryMMoistL,None,SigNegative,Moving,AllElse,LVorOther,E_NE
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,PC,Clear,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,Stifling,Unfavorable,None,B,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,LV,LVorOther,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,May15_Jun14,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,LILt_8,Instability,MoreUnstable,MoreUnstable,HI,Stifling,Unfavorable,None,H,SVR,SVR,SVR,HighEvrywher,Stable,Dry,Steep,MarkedUpper,DryMMoistL,E_W_S,NegToPos,Moving,LV,LVorOther,E_NE
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul2_Jul15,A,AB,Stifling,Average,MoreThanAve,ABI,N5GtLIGt_8,Instability,LessUnstable,Average,ACEFK,PartInhibit,Strong,Strong,A,SVR,SVR,SVR,HighEvrywher,ModerateOrLe,Dry,Steep,MarkedUpper,Other,DenvCyclone,SigNegative,Other,AllElse,Westerly,DenvCyclone
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,Clear,PC,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,K,XNIL,XNIL,SVR,LowAtStation,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,SigPositive,None,NWQuad,Westerly,WidespdDnsl
StrongUp,Neutral,StrongUp,WeakUp,WeakUp,Dry,Wet,VeryWet,VeryWet,PC,PC,PC,PC,Weak,Strong,Westerly,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,None,Unfavorable,None,K,XNIL,XNIL,XNIL,Other,Steep,Dry,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,QStationary,AllElse,LVorOther,WidespdDnsl
Down,StronUp,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,PC,PC,Clear,Clear,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul2_Jul15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Stability,Average,Average,GJ,None,Unfavorable,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,Other,SigNegative,None,NWQuad,Westerly,LongAnticyc
StrongUp,WeakUp,Down,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,PC,PC,PC,None,None,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,J,CThruK,Stifling,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,Average,LessUnstable,GJ,PartInhibit,Weak,Strong,J,XNIL,XNIL,XNIL,Other,Stable,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,None,LV,LVorOther,SEQuad
Neutral,Neutral,StrongUp,StrongUp,StrongUp,Dry,Wet,Neutral,Neutral,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Instability,Average,Average,ACEFK,None,Moderate,Strong,K,XNIL,XNIL,XNIL,LowSHighN,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigPositive,None,SWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,PC,PC,PC,None,Weak,StrongWest,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jun15_Jul1,B,AB,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,PartInhibit,Moderate,Moderate,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,QStationary,NWQuad,Westerly,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Negative,Increasing,XNIL,May15_Jun14,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Strong,Slight,G,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,Other,SWQuad,LVorOther,WidespdDnsl
Neutral,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,Other,Weak,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,E,SVR,SVR,SVR,LowNHighS,Stable,Average,ModerateOrLe,NoMajor,MoistMDryL,None,LittleChange,QStationary,AllElse,Westerly,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jul16_Aug10,I,CThruK,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,HI,None,Weak,Moderate,I,SVR,SVR,SVR,LowSHighN,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_S,SigNegative,QStationary,NWQuad,Westerly,DenvCyclone
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Weak,None,E,XNIL,XNIL,SIG,LowNHighS,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Down,Down,Dry,Dry,VeryWet,Wet,PC,Cloudy,PC,Clear,Strong,Strong,Other,Weak,None,None,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,A,AB,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,Average,ACEFK,TotalInhibit,Weak,None,A,SVR,SVR,SVR,LowEvrywhere,Steep,VeryMoist,Steep,StrongFront,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,Westerly,DenvCyclone
Down,StronUp,StrongUp,WeakUp,WeakUp,Dry,Wet,Dry,Dry,PC,PC,PC,PC,Weak,Weak,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,B,Stifling,Strong,Slight,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,Steep,OtherRapid,DryMMoistL,DenvCyclone,LittleChange,Other,NWQuad,Westerly,DenvCyclone
Down,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,Clear,PC,PC,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,E,SIG,XNIL,XNIL,HighEvrywher,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,NegToPos,None,SWQuad,Westerly,LV
StrongUp,Neutral,Down,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,May15_Jun14,I,CThruK,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,LessUnstable,HI,Stifling,Moderate,Slight,I,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,NegToPos,Moving,SWQuad,LVorOther,DenvCyclone
Down,Neutral,WeakUp,Down,Down,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,None,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jun15_Jul1,G,CThruK,Stifling,Average,MoreThanAve,G,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Strong,G,SIG,SIG,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,AllElse,Westerly,WidespdDnsl
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Strong,Other,None,Strong,Strong,None,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,TotalInhibit,Weak,None,C,XNIL,XNIL,SIG,LowNHighS,Steep,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_N,LittleChange,Other,NWQuad,LVorOther,LongAnticyc
WeakUp,WeakUp,Down,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,Westerly,None,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Slight,J,SVR,SVR,SVR,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,DenvCyclone
Down,Neutral,Down,Down,Down,Wet,VeryWet,VeryWet,Wet,Clear,Clear,Clear,Clear,None,Weak,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,Average,LessThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,None,Strong,Strong,G,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,OtherRapid,MoistMDryL,None,LittleChange,Other,NWQuad,LVorOther,WidespdDnsl
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,VeryWet,Dry,VeryWet,VeryWet,Clear,PC,Clear,Cloudy,Weak,Weak,StrongWest,Strong,Strong,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Jul2_Jul15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,MarkedUpper,Other,DryLine,SigNegative,QStationary,SWQuad,Westerly,WidespdDnsl
Down,WeakUp,WeakUp,Neutral,Neutral,VeryWet,Neutral,Wet,VeryWet,PC,Clear,PC,PC,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul16_Aug10,G,CThruK,Stifling,Average,Average,G,N5GtLIGt_8,Stability,Average,Average,GJ,None,Moderate,Strong,G,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,Other,Other,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
Down,Down,StrongUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,PC,Clear,Clear,Clear,None,Weak,Westerly,None,Strong,Strong,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,May15_Jun14,A,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Instability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,A,SIG,XNIL,SIG,Other,ModerateOrLe,Dry,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,SigNegative,None,SWQuad,LVorOther,DenvCyclone
Down,StronUp,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,VeryWet,Clear,Cloudy,Clear,Clear,None,None,StrongWest,None,Weak,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug11_Aug20,C,CThruK,Stifling,Average,LessThanAve,CDEJ,LIGt0,Neutral,Average,LessUnstable,ACEFK,None,Weak,Slight,C,SIG,XNIL,XNIL,LowNHighS,CloseToDryAd,Average,ModerateOrLe,OtherRapid,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
Down,Down,WeakUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Dry,PC,Clear,Clear,Clear,Weak,Weak,DCVZFavor,None,Strong,Strong,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,F,CThruK,PartInhibit,LessThanAve,MoreThanAve,F,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,None,LV,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Dry,VeryWet,Neutral,Wet,Clear,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SIG,SVR,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,Other,SigNegative,Other,SWQuad,Westerly,LV
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Weak,None,None,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,K,SIG,SIG,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,PosToNeg,QStationary,AllElse,Westerly,E_NE
Down,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_N,SigNegative,Moving,AllElse,Westerly,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,PC,PC,PC,PC,Weak,Strong,Westerly,None,None,None,Some,IncCapDecIns,Increasing,Negative,Increasing,SIG,Jul16_Aug10,H,CThruK,PartInhibit,Average,MoreThanAve,H,LIGt0,Stability,LessUnstable,LessUnstable,HI,None,Strong,Strong,H,SIG,SIG,SIG,Other,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,Other,NWQuad,LVorOther,E_NE
Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Jul2_Jul15,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,Strong,C,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Dry,Steep,OtherRapid,MoistMDryL,E_W_S,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
Down,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,None,LittleChange,QStationary,LV,LVorOther,DenvCyclone
